movie_title,genres,tomatometer_rating
The Conjuring,Horror,4.0
Limitless,Crime,66.0
Wonder Woman,Sci-Fi,57.0
Thor : Ragnarok,History,65.0
Love,Biography,65.0
Black Panther,Drama,19.0
Allied,Horror,95.0
The Ring,Sci-Fi,76.0
American Pie,Crime,81.0
The Godfather,Family,83.0
Snatch,Comedy,16.0
Pretty Woman,Fantasy,5.0
Fantastic Beasts and Where To Find Them,Action,97.0
Ice Age 2,Drama,68.0
Blood Diamond,Romance,63.0
Pretty Woman,Drama,87.0
Zootropolis,Crime,92.0
Titanic,Family,42.0
Rambo II,History,49.0
Iron Man ,Action,2.0
Octav,Romance,17.0
Transformers,Family,91.0
Interstellar,Musical,34.0
Limitless,History,8.0
Finding Dory,Adventure,24.0
Iron Man ,Comedy,23.0
Rambo I,Adventure,37.0
Allied,Thriller,13.0
The Wolf Of Wallstreet,History,25.0
Transformers,Fantasy,57.0
The Conjuring,Comedy,5.0
Allied,Adventure,51.0
Snatch,Fantasy,90.0
Rambo III,Action,87.0
Friends With Kids,Thriller,72.0
Chronicles of Narnia,Fantasy,16.0
The Ring,Musical,89.0
Seven,Romance,51.0
Shrek,Horror,42.0
American Pie,Musical,91.0
Terminator I,Thriller,87.0
Thor : Ragnarok,Adventure,90.0
Pretty Woman,Biography,1.0
Rambo III,Thriller,53.0
Zootropolis,Sci-Fi,48.0
Snatch,Sci-Fi,0.0
The Dark Tower,Crime,40.0
Rambo II,Action,13.0
Romeo and Juliet,Biography,32.0
Mr. Bean's Holiday,Biography,14.0
Rambo II,Comedy,11.0
Brimstone,Adventure,80.0
Brimstone,Thriller,70.0
Harry Potter and The Chamber Of Secrets,Musical,67.0
Titanic,Sci-Fi,4.0
The Notebook,Horror,73.0
Pretty Woman,Romance,48.0
The Dark Tower,Animation,76.0
Snatch,Action,18.0
Transformers,Crime,72.0
Limitless,Comedy,97.0
Love,Animation,29.0
Avengers Infinity War,History,36.0
Romeo and Juliet,Comedy,65.0
Alien,Action,26.0
Rambo III,Horror,9.0
Rambo II,Biography,38.0
Limitless,Comedy,14.0
Terminator I,Drama,83.0
The Notebook,Comedy,46.0
Batman Begins,Family,66.0
Brimstone,Family,31.0
Blood Diamond,Biography,82.0
Fantastic Beasts and Where To Find Them,Fantasy,58.0
Chocolat,History,63.0
Chronicles of Narnia,Crime,3.0
Snatch,Thriller,66.0
Rambo II,Animation,77.0
Zootropolis,Fantasy,97.0
Harry Potter and The Chamber Of Secrets,Family,96.0
Avatar,Crime,85.0
The Wolf Of Wallstreet,Adventure,25.0
Brimstone,Biography,35.0
Allied,Adventure,63.0
Iron Man ,History,37.0
SING,Family,15.0
Snatch,Musical,55.0
SING,Musical,69.0
SING,Comedy,60.0
Love,Animation,25.0
Zootropolis,Horror,7.0
Octav,Biography,85.0
Rambo III,Sci-Fi,29.0
Chocolat,Musical,79.0
Romeo and Juliet,Action,77.0
Pretty Woman,Musical,31.0
Inside Out,Action,76.0
Harry Potter and The Chamber Of Secrets,Biography,38.0
The Dark Tower,Animation,23.0
Titanic,Crime,52.0
Shrek,Crime,67.0
Terminator 2,Animation,13.0
Mr. Bean's Holiday,Sci-Fi,3.0
Friends With Kids,Crime,76.0
Octav,Romance,98.0
Fantastic Beasts and Where To Find Them,Crime,28.0
The Wolf Of Wallstreet,Thriller,71.0
Alien,Comedy,10.0
Interstellar,Comedy,57.0
Romeo and Juliet,Sci-Fi,65.0
Batman Begins,Action,35.0
Fantastic Beasts and Where To Find Them,Drama,72.0
Rambo I,Action,95.0
Shrek,Comedy,39.0
Iron Man ,Horror,45.0
Brimstone,Fantasy,17.0
Inside Out,Animation,54.0
Allied,Family,33.0
Harry Potter and The Chamber Of Secrets,History,63.0
The Conjuring,Animation,9.0
Mr. Bean's Holiday,Musical,97.0
Chocolat,Horror,52.0
The Dark Tower,Crime,40.0
Seven,Animation,51.0
Zootropolis,Biography,30.0
Zootropolis,Adventure,60.0
Terminator I,Comedy,55.0
Inside Out,Biography,78.0
Terminator 2,Animation,32.0
Pretty Woman,Fantasy,37.0
Rambo II,Action,98.0
Octav,Crime,60.0
The Dark Tower,Horror,97.0
Star Wars,Action,86.0
Thor : Ragnarok,Romance,2.0
Pretty Woman,Animation,95.0
Pretty Woman,Comedy,34.0
Pretty Woman,Horror,10.0
Friends With Kids,Romance,56.0
The Ring,Biography,23.0
Shutter Island,History,13.0
Pretty Woman,Romance,7.0
Friends With Kids,Comedy,19.0
Blood Diamond,Horror,10.0
Batman Begins,Drama,92.0
Blood Diamond,Animation,15.0
Fantastic Beasts and Where To Find Them,Crime,3.0
The Notebook,Fantasy,47.0
Pretty Woman,Adventure,64.0
Ice Age 2,Biography,92.0
Pretty Woman,Family,63.0
Transformers,Drama,18.0
Rambo III,Thriller,96.0
Allied,Comedy,15.0
Fantastic Beasts and Where To Find Them,Biography,56.0
Wonder Woman,History,18.0
The Ring,Musical,53.0
The Dark Tower,Sci-Fi,19.0
Shutter Island,Musical,40.0
Terminator I,Fantasy,10.0
Avengers Infinity War,Animation,15.0
Seven,Animation,68.0
Harry Potter and The Sorcerer's Stone,Horror,99.0
Transformers,Fantasy,87.0
Shutter Island,Musical,58.0
Love,Action,66.0
The Wolf Of Wallstreet,Thriller,67.0
Avatar,Drama,47.0
Inside Out,Animation,80.0
Avengers Infinity War,Comedy,89.0
Thor : Ragnarok,Crime,76.0
Octav,Comedy,85.0
Casablanca,Comedy,66.0
Love,Thriller,49.0
The Ring,Sci-Fi,87.0
Terminator I,Family,60.0
Ice Age 1,Biography,23.0
Transformers,Thriller,19.0
Avengers Infinity War,Fantasy,93.0
Romeo and Juliet,Horror,3.0
Ice Age 2,Adventure,36.0
Terminator 2,Fantasy,90.0
Terminator 2,History,31.0
Rambo III,Horror,10.0
Brimstone,Adventure,3.0
The Ring,Biography,25.0
Ice Age 1,Drama,41.0
Shutter Island,Musical,20.0
Terminator I,Adventure,32.0
The Conjuring,Sci-Fi,53.0
The Wolf Of Wallstreet,Biography,61.0
Shrek,Fantasy,72.0
Rambo I,Crime,49.0
The Martian,Action,86.0
Alien,Horror,44.0
Rambo I,Thriller,70.0
Titanic,Family,71.0
Romeo and Juliet,Crime,15.0
Batman Begins,Drama,20.0
Titanic,Sci-Fi,90.0
Limitless,Action,92.0
Thor : Ragnarok,Musical,54.0
Interstellar,History,4.0
The Dark Knight,Adventure,17.0
Fantastic Beasts and Where To Find Them,Animation,17.0
Mr. Bean's Holiday,Horror,95.0
Fantastic Beasts and Where To Find Them,Comedy,31.0
Batman Begins,Sci-Fi,16.0
Harry Potter and The Chamber Of Secrets,Family,24.0
Harry Potter and The Sorcerer's Stone,Adventure,30.0
Snatch,Fantasy,65.0
Limitless,History,0.0
Allied,Comedy,7.0
Ice Age 2,Animation,37.0
Terminator I,Musical,21.0
Friends With Kids,Horror,45.0
The Martian,Crime,77.0
Seven,History,90.0
Limitless,Fantasy,13.0
Fantastic Beasts and Where To Find Them,Fantasy,56.0
Alien,Adventure,34.0
Transformers,Thriller,6.0
Snatch,Romance,22.0
Titanic,Animation,39.0
Love,Musical,88.0
Star Wars,Fantasy,57.0
Allied,Biography,33.0
SING,Comedy,93.0
Friends With Kids,Family,58.0
Fantastic Beasts and Where To Find Them,Fantasy,43.0
Love,Romance,55.0
Snatch,Action,62.0
Pretty Woman,Horror,4.0
Black Panther,Adventure,72.0
Finding Dory,Musical,47.0
Chocolat,History,53.0
Pretty Woman,Animation,99.0
The Conjuring,Musical,67.0
Wonder Woman,Comedy,53.0
The Dark Tower,Family,53.0
Interstellar,Thriller,18.0
Thor : Ragnarok,Biography,42.0
Chronicles of Narnia,History,26.0
Seven,Horror,4.0
Friends With Kids,Thriller,26.0
Ice Age 1,Action,67.0
Harry Potter and The Sorcerer's Stone,Romance,89.0
American Pie,Drama,34.0
Avengers Infinity War,Biography,35.0
Love,Biography,8.0
Rambo II,Animation,70.0
Snatch,Animation,25.0
Mr. Bean's Holiday,Sci-Fi,50.0
American Pie,Action,99.0
Seven,Thriller,73.0
Allied,Adventure,2.0
The Dark Tower,Animation,94.0
Octav,Fantasy,7.0
Shrek,Sci-Fi,4.0
Chronicles of Narnia,History,99.0
The Godfather,Fantasy,10.0
The Ring,Romance,29.0
Zootropolis,Adventure,12.0
Casablanca,Adventure,12.0
The Ring,Sci-Fi,59.0
Ice Age 2,Thriller,95.0
Ice Age 1,Comedy,27.0
Zootropolis,Comedy,64.0
Black Panther,Family,67.0
Batman Begins,Musical,22.0
Finding Dory,Drama,9.0
Snatch,Fantasy,59.0
Ice Age 2,Crime,59.0
Avengers Infinity War,Animation,0.0
Ice Age 2,Sci-Fi,56.0
Harry Potter and The Chamber Of Secrets,Drama,53.0
Harry Potter and The Sorcerer's Stone,Thriller,64.0
Rambo II,Family,85.0
Rambo III,Drama,47.0
Avatar,Adventure,94.0
Batman Begins,Drama,16.0
Ice Age 2,Thriller,36.0
Pretty Woman,Animation,42.0
Casablanca,Fantasy,70.0
The Notebook,Romance,88.0
Iron Man ,Sci-Fi,7.0
Rambo II,History,54.0
Black Panther,Romance,10.0
Limitless,Crime,46.0
Wonder Woman,Thriller,25.0
Terminator 2,Sci-Fi,5.0
Shrek,Musical,89.0
Chronicles of Narnia,Fantasy,60.0
Shutter Island,Thriller,2.0
Terminator 2,Comedy,75.0
Star Wars,Drama,7.0
The Martian,Sci-Fi,29.0
Inside Out,History,69.0
Inside Out,Comedy,56.0
The Godfather,Biography,65.0
Ice Age 2,Thriller,86.0
Titanic,Horror,56.0
Shrek,Drama,34.0
Brimstone,Sci-Fi,43.0
Harry Potter and The Sorcerer's Stone,Horror,54.0
Friends With Kids,Adventure,68.0
The Notebook,Animation,41.0
Inside Out,Family,34.0
The Martian,Drama,6.0
The Notebook,Family,32.0
Zootropolis,Thriller,68.0
Allied,Biography,99.0
Titanic,Fantasy,57.0
The Ring,Biography,0.0
Rambo III,Fantasy,1.0
Octav,Fantasy,49.0
Black Panther,Horror,46.0
Love,Drama,67.0
Wonder Woman,Comedy,52.0
Snatch,Family,18.0
Interstellar,Biography,47.0
Pretty Woman,Animation,64.0
Fantastic Beasts and Where To Find Them,Comedy,57.0
Mr. Bean's Holiday,History,7.0
Terminator 2,Romance,34.0
The Dark Tower,Animation,27.0
Zootropolis,Crime,77.0
The Conjuring,Family,36.0
Octav,Sci-Fi,8.0
Casablanca,Drama,79.0
Harry Potter and The Sorcerer's Stone,Animation,74.0
Inside Out,Drama,0.0
Friends With Kids,Drama,32.0
Chocolat,Crime,42.0
The Wolf Of Wallstreet,Action,51.0
Inside Out,Thriller,53.0
Zootropolis,Musical,83.0
Seven,Romance,9.0
The Dark Tower,Horror,7.0
Terminator 2,Romance,19.0
The Conjuring,Thriller,80.0
Thor : Ragnarok,Crime,72.0
Zootropolis,Drama,47.0
Zootropolis,Horror,96.0
Allied,Fantasy,0.0
Zootropolis,Animation,61.0
Chronicles of Narnia,Comedy,70.0
Mr. Bean's Holiday,Drama,88.0
Allied,Family,45.0
Shrek,Fantasy,76.0
Star Wars,Sci-Fi,54.0
Rambo I,Musical,34.0
Batman Begins,Crime,51.0
SING,Adventure,3.0
The Godfather,Fantasy,93.0
Love,Biography,22.0
Rambo II,Adventure,26.0
Avatar,Family,67.0
Interstellar,Adventure,7.0
Star Wars,Musical,86.0
Seven,Drama,73.0
Rambo III,History,47.0
The Dark Tower,Musical,15.0
Terminator I,Drama,52.0
Terminator 2,Adventure,42.0
Terminator I,Comedy,68.0
Star Wars,Crime,90.0
Wonder Woman,Action,92.0
Interstellar,Comedy,14.0
Love,Animation,78.0
Iron Man ,Drama,30.0
Shrek,Comedy,36.0
Alien,History,59.0
Harry Potter and The Sorcerer's Stone,Sci-Fi,48.0
The Godfather,Sci-Fi,34.0
Transformers,History,21.0
Seven,Musical,53.0
Chocolat,Fantasy,74.0
Allied,Adventure,13.0
Harry Potter and The Chamber Of Secrets,Family,91.0
The Dark Knight,Action,18.0
The Notebook,History,2.0
Finding Dory,Sci-Fi,52.0
The Godfather,History,14.0
Terminator 2,Comedy,61.0
The Dark Tower,Romance,12.0
Limitless,Thriller,13.0
Star Wars,Animation,80.0
Seven,Horror,71.0
The Conjuring,Drama,48.0
Finding Dory,Comedy,12.0
Romeo and Juliet,Romance,92.0
Alien,Drama,4.0
The Dark Knight,Comedy,89.0
Romeo and Juliet,Romance,47.0
Inside Out,Biography,50.0
Rambo I,Action,87.0
Casablanca,Family,46.0
Thor : Ragnarok,History,92.0
Inside Out,Crime,49.0
The Dark Knight,Animation,76.0
American Pie,Musical,86.0
Casablanca,Sci-Fi,33.0
Blood Diamond,Crime,45.0
The Godfather,Biography,23.0
Wonder Woman,Family,43.0
Zootropolis,Horror,60.0
Shutter Island,Sci-Fi,15.0
Ice Age 1,Family,26.0
Terminator I,Horror,74.0
Brimstone,Horror,59.0
Mr. Bean's Holiday,Adventure,86.0
Rambo I,Animation,34.0
Ice Age 1,History,86.0
Titanic,Sci-Fi,42.0
The Dark Tower,Fantasy,96.0
Wonder Woman,Action,14.0
Interstellar,Adventure,23.0
Ice Age 2,Crime,23.0
Ice Age 1,Sci-Fi,63.0
Ice Age 1,History,51.0
Limitless,Drama,20.0
Octav,Comedy,26.0
Chocolat,Crime,60.0
Rambo II,Drama,50.0
Transformers,Adventure,98.0
Transformers,Romance,27.0
Alien,Sci-Fi,36.0
Ice Age 1,Comedy,85.0
The Notebook,Animation,90.0
Batman Begins,Comedy,21.0
Blood Diamond,Adventure,0.0
The Notebook,Action,73.0
Finding Dory,Action,41.0
Blood Diamond,Horror,42.0
Friends With Kids,Sci-Fi,33.0
Transformers,Romance,6.0
Wonder Woman,Horror,23.0
The Notebook,Biography,94.0
Black Panther,Fantasy,20.0
Zootropolis,Comedy,87.0
The Notebook,Thriller,58.0
Inside Out,History,71.0
Interstellar,History,45.0
Wonder Woman,Comedy,62.0
Octav,Animation,55.0
Star Wars,Crime,8.0
Friends With Kids,Animation,49.0
Chronicles of Narnia,History,64.0
Brimstone,History,70.0
The Godfather,Family,60.0
Friends With Kids,Horror,7.0
Mr. Bean's Holiday,History,13.0
Chronicles of Narnia,Romance,2.0
Batman Begins,Family,76.0
Batman Begins,Fantasy,36.0
Ice Age 1,Comedy,69.0
Inside Out,Family,91.0
Rambo I,Musical,87.0
Chocolat,Comedy,34.0
Star Wars,Sci-Fi,2.0
Casablanca,Sci-Fi,18.0
Octav,Drama,63.0
Mr. Bean's Holiday,Biography,27.0
The Dark Tower,Crime,92.0
American Pie,Horror,37.0
Rambo III,Family,39.0
Iron Man ,History,85.0
Casablanca,Drama,99.0
Romeo and Juliet,Sci-Fi,6.0
Shutter Island,Romance,80.0
Thor : Ragnarok,Horror,74.0
Casablanca,Animation,81.0
Limitless,Thriller,27.0
Transformers,Adventure,17.0
The Dark Tower,Fantasy,11.0
Brimstone,Crime,90.0
Interstellar,Animation,31.0
Allied,Animation,2.0
Titanic,Fantasy,76.0
The Ring,Romance,31.0
The Conjuring,History,15.0
Harry Potter and The Sorcerer's Stone,Animation,18.0
The Ring,Adventure,30.0
The Conjuring,Romance,44.0
Rambo I,Action,32.0
Romeo and Juliet,Action,69.0
Ice Age 2,Drama,33.0
Titanic,Drama,52.0
Interstellar,Musical,24.0
Rambo III,Musical,61.0
American Pie,History,60.0
Allied,Romance,70.0
Pretty Woman,Fantasy,34.0
The Wolf Of Wallstreet,Musical,1.0
Ice Age 1,Horror,49.0
Love,Musical,11.0
Blood Diamond,Comedy,39.0
The Godfather,Biography,45.0
Brimstone,Sci-Fi,65.0
Batman Begins,Fantasy,79.0
Star Wars,Sci-Fi,22.0
Blood Diamond,Comedy,75.0
Octav,Romance,37.0
Batman Begins,Animation,64.0
The Notebook,Fantasy,89.0
The Dark Knight,Action,77.0
Pretty Woman,Animation,1.0
Rambo I,Adventure,33.0
Shutter Island,Fantasy,8.0
Black Panther,Fantasy,75.0
American Pie,History,97.0
Mr. Bean's Holiday,Fantasy,35.0
SING,Horror,41.0
Transformers,Adventure,65.0
Transformers,Crime,84.0
Fantastic Beasts and Where To Find Them,Drama,33.0
The Conjuring,Drama,86.0
Love,Animation,36.0
Thor : Ragnarok,Musical,43.0
Ice Age 2,Comedy,53.0
Terminator I,Drama,20.0
Batman Begins,Action,25.0
Terminator I,Musical,98.0
Mr. Bean's Holiday,Comedy,63.0
The Notebook,Biography,59.0
The Notebook,History,93.0
Interstellar,Sci-Fi,25.0
Fantastic Beasts and Where To Find Them,Action,29.0
Ice Age 2,Romance,78.0
Ice Age 1,Thriller,17.0
The Wolf Of Wallstreet,Horror,42.0
Love,Crime,31.0
Avatar,Crime,51.0
Limitless,Crime,91.0
The Notebook,Adventure,14.0
Finding Dory,Comedy,33.0
Thor : Ragnarok,Sci-Fi,42.0
Snatch,Sci-Fi,3.0
Iron Man ,Horror,12.0
The Wolf Of Wallstreet,Thriller,39.0
Harry Potter and The Sorcerer's Stone,Adventure,4.0
Harry Potter and The Chamber Of Secrets,Animation,61.0
Shutter Island,Comedy,20.0
Iron Man ,Horror,26.0
The Dark Tower,Horror,36.0
Zootropolis,History,55.0
Black Panther,Animation,64.0
Avatar,Musical,33.0
Transformers,Sci-Fi,49.0
Inside Out,Action,16.0
Shutter Island,Action,37.0
Rambo I,Crime,2.0
Octav,Action,39.0
Friends With Kids,Adventure,4.0
Rambo I,Comedy,51.0
Titanic,Crime,51.0
Terminator I,Fantasy,52.0
The Conjuring,Thriller,8.0
Transformers,Adventure,23.0
Rambo III,Adventure,21.0
Rambo I,Musical,88.0
Pretty Woman,Crime,36.0
Ice Age 2,Biography,78.0
Zootropolis,Comedy,84.0
Titanic,Animation,64.0
Ice Age 1,Biography,33.0
Harry Potter and The Chamber Of Secrets,Action,31.0
Brimstone,Drama,66.0
Shrek,Animation,78.0
Alien,History,8.0
SING,Romance,48.0
The Ring,Sci-Fi,20.0
Titanic,Crime,41.0
Black Panther,Biography,80.0
Rambo III,Biography,45.0
Romeo and Juliet,Sci-Fi,13.0
Avengers Infinity War,Romance,70.0
Ice Age 2,Horror,47.0
Ice Age 2,Romance,8.0
Finding Dory,History,45.0
Limitless,Action,91.0
Blood Diamond,Action,33.0
The Notebook,Fantasy,21.0
Avatar,Sci-Fi,22.0
Star Wars,Drama,32.0
Snatch,Family,40.0
Shutter Island,Fantasy,21.0
Shrek,Musical,23.0
Chocolat,Horror,24.0
Casablanca,Biography,26.0
Rambo I,Fantasy,70.0
Allied,Action,67.0
Love,Adventure,77.0
Rambo I,Biography,43.0
Star Wars,Fantasy,70.0
Harry Potter and The Sorcerer's Stone,Fantasy,23.0
Black Panther,History,87.0
Romeo and Juliet,Adventure,42.0
Wonder Woman,Fantasy,73.0
Romeo and Juliet,Biography,64.0
Rambo II,History,68.0
Allied,Biography,50.0
Friends With Kids,Fantasy,10.0
Shrek,Animation,23.0
Batman Begins,Crime,65.0
Thor : Ragnarok,Drama,86.0
Friends With Kids,Horror,93.0
Casablanca,Musical,91.0
Inside Out,Sci-Fi,92.0
Iron Man ,Drama,62.0
Allied,Romance,69.0
Rambo I,Adventure,96.0
Fantastic Beasts and Where To Find Them,Fantasy,66.0
Shutter Island,Fantasy,0.0
Rambo I,Comedy,74.0
Shrek,Adventure,92.0
Thor : Ragnarok,Sci-Fi,21.0
Love,Romance,42.0
Rambo III,Crime,48.0
Fantastic Beasts and Where To Find Them,Action,88.0
Limitless,Family,24.0
Interstellar,Drama,43.0
Mr. Bean's Holiday,Comedy,6.0
Romeo and Juliet,Adventure,73.0
Shutter Island,Biography,94.0
Star Wars,Horror,35.0
Titanic,Thriller,38.0
Brimstone,Comedy,26.0
The Dark Tower,Crime,3.0
Iron Man ,Sci-Fi,94.0
Interstellar,Fantasy,42.0
Thor : Ragnarok,Animation,70.0
Fantastic Beasts and Where To Find Them,Animation,80.0
Alien,Crime,55.0
Octav,Crime,42.0
Harry Potter and The Sorcerer's Stone,Drama,83.0
Harry Potter and The Sorcerer's Stone,Thriller,19.0
Rambo I,Action,80.0
Snatch,Action,73.0
The Martian,Crime,62.0
Inside Out,Family,8.0
Rambo I,Romance,4.0
The Dark Knight,Sci-Fi,70.0
Wonder Woman,Romance,25.0
Mr. Bean's Holiday,Musical,64.0
Chronicles of Narnia,Crime,42.0
Chronicles of Narnia,Horror,40.0
Shutter Island,Musical,61.0
Fantastic Beasts and Where To Find Them,History,38.0
Batman Begins,Biography,3.0
The Martian,Thriller,56.0
Titanic,Horror,84.0
Harry Potter and The Sorcerer's Stone,Thriller,88.0
Inside Out,Romance,25.0
Rambo I,Family,63.0
Star Wars,Action,73.0
Titanic,Drama,45.0
The Dark Knight,Romance,14.0
Finding Dory,Romance,45.0
Harry Potter and The Sorcerer's Stone,History,83.0
Terminator I,Drama,14.0
Romeo and Juliet,Family,36.0
Romeo and Juliet,History,95.0
SING,History,39.0
Friends With Kids,Sci-Fi,76.0
Black Panther,Crime,57.0
Brimstone,Musical,79.0
Terminator I,Sci-Fi,59.0
Limitless,Animation,65.0
The Dark Tower,Fantasy,71.0
Inside Out,Adventure,36.0
American Pie,Drama,46.0
Terminator 2,Sci-Fi,96.0
Seven,Family,18.0
Thor : Ragnarok,History,32.0
The Godfather,Thriller,68.0
Chocolat,Crime,10.0
Love,Comedy,56.0
American Pie,Fantasy,24.0
Mr. Bean's Holiday,Crime,60.0
Blood Diamond,Biography,44.0
Wonder Woman,Sci-Fi,34.0
Pretty Woman,Comedy,71.0
Alien,Adventure,62.0
Ice Age 1,Drama,55.0
Ice Age 1,Horror,9.0
Seven,Comedy,88.0
The Martian,Adventure,85.0
Ice Age 1,Comedy,52.0
SING,Adventure,73.0
Finding Dory,Action,35.0
The Notebook,Action,97.0
Transformers,Action,94.0
The Martian,Adventure,29.0
The Martian,Crime,4.0
Harry Potter and The Sorcerer's Stone,Family,76.0
Casablanca,Sci-Fi,11.0
Black Panther,Biography,57.0
Rambo III,Thriller,24.0
Limitless,Animation,89.0
Harry Potter and The Chamber Of Secrets,Family,48.0
Brimstone,Crime,47.0
Iron Man ,Family,15.0
Limitless,Horror,34.0
Black Panther,Biography,47.0
Limitless,Adventure,94.0
Harry Potter and The Chamber Of Secrets,Crime,25.0
Fantastic Beasts and Where To Find Them,Musical,56.0
Batman Begins,Crime,27.0
Thor : Ragnarok,Animation,81.0
Transformers,Romance,91.0
American Pie,Romance,82.0
Harry Potter and The Chamber Of Secrets,Fantasy,0.0
The Conjuring,Family,0.0
Ice Age 1,Sci-Fi,57.0
Fantastic Beasts and Where To Find Them,Adventure,99.0
Terminator 2,Crime,73.0
Alien,Thriller,49.0
Shrek,Adventure,41.0
The Wolf Of Wallstreet,History,0.0
Shutter Island,Comedy,60.0
Zootropolis,Musical,71.0
Avengers Infinity War,Crime,12.0
Shrek,Thriller,2.0
Star Wars,Family,92.0
Wonder Woman,Romance,38.0
Brimstone,Musical,6.0
Iron Man ,Drama,52.0
The Godfather,Sci-Fi,37.0
The Dark Tower,Sci-Fi,11.0
The Dark Tower,Horror,61.0
Brimstone,History,71.0
Inside Out,Family,57.0
Octav,Biography,90.0
Love,Sci-Fi,34.0
Rambo III,History,52.0
The Conjuring,History,89.0
Pretty Woman,Horror,50.0
Allied,Horror,80.0
Rambo II,Biography,40.0
Zootropolis,Adventure,69.0
Casablanca,Family,88.0
The Dark Tower,Fantasy,88.0
Shutter Island,Musical,89.0
SING,Romance,53.0
Titanic,Sci-Fi,23.0
The Ring,History,7.0
Octav,Musical,0.0
Finding Dory,History,97.0
Terminator 2,Adventure,43.0
The Wolf Of Wallstreet,Biography,99.0
Titanic,Comedy,30.0
Shutter Island,Horror,20.0
Avatar,Biography,42.0
Shrek,History,55.0
Brimstone,Family,78.0
The Martian,Thriller,52.0
Limitless,Horror,90.0
Zootropolis,Comedy,17.0
Blood Diamond,Thriller,85.0
The Wolf Of Wallstreet,Biography,88.0
Avatar,Biography,52.0
Ice Age 2,Animation,62.0
Wonder Woman,Fantasy,53.0
Pretty Woman,Drama,4.0
Shrek,Family,47.0
Avatar,Family,16.0
The Ring,Romance,26.0
Ice Age 2,Biography,41.0
Rambo II,Musical,3.0
Rambo I,Comedy,8.0
The Notebook,Action,2.0
Mr. Bean's Holiday,Romance,7.0
Pretty Woman,Crime,58.0
Titanic,Thriller,83.0
Brimstone,Action,17.0
Octav,Drama,28.0
Blood Diamond,Family,55.0
Romeo and Juliet,Drama,14.0
Batman Begins,Action,95.0
Terminator 2,Musical,79.0
Limitless,Crime,43.0
Avatar,Drama,18.0
Pretty Woman,Crime,1.0
Inside Out,Sci-Fi,12.0
The Conjuring,Adventure,40.0
Avengers Infinity War,Horror,77.0
Wonder Woman,Family,15.0
Fantastic Beasts and Where To Find Them,Sci-Fi,27.0
Friends With Kids,Animation,81.0
Love,Horror,64.0
Terminator 2,Horror,29.0
SING,Action,63.0
The Dark Tower,Action,88.0
Brimstone,Musical,57.0
Iron Man ,Biography,82.0
Avengers Infinity War,Crime,70.0
Transformers,Romance,64.0
The Ring,Horror,58.0
Shrek,Musical,68.0
Titanic,Horror,0.0
Chocolat,Romance,18.0
Chocolat,Biography,50.0
Chronicles of Narnia,Thriller,44.0
Fantastic Beasts and Where To Find Them,Adventure,35.0
Ice Age 2,Family,37.0
Limitless,Comedy,12.0
Avatar,Crime,55.0
Terminator 2,Crime,72.0
Brimstone,Fantasy,4.0
Blood Diamond,Romance,73.0
Allied,Family,63.0
Love,Animation,69.0
Inside Out,Horror,1.0
The Dark Knight,Animation,32.0
Seven,Fantasy,17.0
Alien,Biography,61.0
Shutter Island,Adventure,35.0
Mr. Bean's Holiday,Drama,81.0
Avatar,Family,2.0
Avatar,History,35.0
Avatar,Crime,63.0
Blood Diamond,Musical,77.0
Rambo III,Adventure,63.0
Romeo and Juliet,Family,57.0
Rambo I,Romance,49.0
Finding Dory,Musical,14.0
Mr. Bean's Holiday,Drama,64.0
Avengers Infinity War,Comedy,10.0
Chocolat,History,53.0
Harry Potter and The Chamber Of Secrets,Sci-Fi,36.0
Terminator I,Horror,52.0
Terminator I,Musical,48.0
Blood Diamond,Action,16.0
The Dark Tower,Action,27.0
Brimstone,Comedy,84.0
Thor : Ragnarok,Sci-Fi,56.0
The Dark Knight,Family,39.0
Love,Horror,67.0
Blood Diamond,Adventure,61.0
Friends With Kids,Biography,41.0
Wonder Woman,Horror,57.0
Iron Man ,Adventure,27.0
American Pie,Sci-Fi,28.0
Casablanca,Comedy,31.0
The Martian,Romance,11.0
Chocolat,Sci-Fi,98.0
Seven,Action,96.0
The Martian,Comedy,21.0
The Martian,Thriller,2.0
Octav,Fantasy,82.0
Octav,Romance,21.0
Fantastic Beasts and Where To Find Them,Romance,68.0
Blood Diamond,Drama,50.0
The Conjuring,Thriller,98.0
Iron Man ,Biography,69.0
Rambo II,Horror,76.0
Mr. Bean's Holiday,Biography,57.0
Shrek,Biography,73.0
Avatar,Family,40.0
The Notebook,Biography,22.0
Seven,Romance,50.0
Avatar,Romance,36.0
Terminator 2,Family,96.0
Avengers Infinity War,Animation,74.0
Harry Potter and The Sorcerer's Stone,Drama,85.0
The Martian,Drama,18.0
Snatch,Horror,88.0
Seven,Biography,62.0
Wonder Woman,Family,89.0
Harry Potter and The Sorcerer's Stone,Biography,91.0
Iron Man ,History,39.0
Iron Man ,Biography,54.0
Harry Potter and The Sorcerer's Stone,Musical,16.0
Zootropolis,Fantasy,68.0
SING,Crime,66.0
Chronicles of Narnia,Romance,58.0
Love,Comedy,57.0
Finding Dory,Musical,43.0
The Notebook,Fantasy,90.0
Love,Family,91.0
Avatar,Animation,92.0
American Pie,Romance,32.0
Zootropolis,Family,37.0
The Dark Knight,Comedy,85.0
Casablanca,Romance,90.0
Shutter Island,Sci-Fi,17.0
Allied,Sci-Fi,6.0
The Dark Knight,Action,82.0
